word,lang_code,ipa
2292593,extortionately,en_UK,_ɛkstˈɔːʃənətli_
2292594,extortion,en_UK,_ɛkstˈɔːʃən_
2292595,extortionist,en_UK,_ɛkstˈɔːʃənˌɪst_
2292596,extorts,en_UK,_ɛkstˈɔːts_
2292597,extracellular,en_UK,_ˌɛkstɹəsˈɛljʊlɐ_
2292598,extractable,en_UK,_ɛkstɹˈæktəbə‍l_
2292599,extracted,en_UK,_ɛkstɹˈæktɪd_
2292600,extracting,en_UK,_ɛkstɹˈæktɪŋ_
2292601,extraction,en_UK,_ɛkstɹˈækʃən_
2292602,extractions,en_UK,_ɛkstɹˈækʃənz_
2292603,extractive,en_UK,_ɛkstɹˈæktɪv_
2292604,extractor,en_UK,_ˈɛkstɹæktɐ_
2292605,extractors,en_UK,_ˈɛkstɹæktəz_
2292606,extracurricular,en_UK,_ˌɛkstɹəkəɹˈɪkjʊlɐ_
2292607,extradited,en_UK,_ˈɛkstɹədˌa‍ɪtɪd_
2292608,extradite,en_UK,_ˈɛkstɹədˌa‍ɪt_
2292609,extraditing,en_UK,_ˈɛkstɹədˌa‍ɪtɪŋ_
2292610,extradition,en_UK,_ˌɛkstɹədˈɪʃən_
2292611,extraditions,en_UK,_ˌɛkstɹədˈɪʃənz_
2292612,extra,en_UK,_ˈɛkstɹɐ_
2292613,extramarital,en_UK,_ˈɛkstɹəmˌæɹɪtə‍l_
2292614,extraneous,en_UK,_ɛkstɹˈe‍ɪni‍əs_
2292615,extraordinaire,en_UK,_ɛkstɹˌɔːdɪnˈe‍ə_
2292616,extraordinarily,en_UK,_ɛkstɹˌɔːdɪnˈɛɹəli_
2292617,extraordinary,en_UK,_ɛkstɹˈɔːdɪnəɹi_
2292618,extrapolated,en_UK,_ɛkstɹˈæpəlˌe‍ɪtɪd_
2292619,extrapolate,en_UK,_ɛkstɹˈæpəlˌe‍ɪt_
2292620,extrapolating,en_UK,_ɛkstɹˈæpəlˌe‍ɪtɪŋ_
2292621,extrapolation,en_UK,_ɛkstɹˈæpəlˈe‍ɪʃən_
2292622,extrapolations,en_UK,_ɛkstɹˈæpəlˈe‍ɪʃənz_
2292623,extrapolator,en_UK,_ɛkstɹˈæpəlˌe‍ɪtɐ_
2292624,extras,en_UK,_ˈɛkstɹəz_
2292625,extrasolar,en_UK,_ˌɛkstɹəsˈə‍ʊlɐ_
2292626,extraterrestrial,en_UK,_ˌɛkstɹətəɹˈɛstɹɪəl_
2292627,extraterrestrials,en_UK,_ˌɛkstɹətəɹˈɛstɹɪəlz_
2292628,extravagance,en_UK,_ɛkstɹˈævəɡəns_
2292629,extravagances,en_UK,_ɛkstɹˈævəɡənsɪz_
2292630,extravagant,en_UK,_ɛkstɹˈævəɡənt_
2292631,extravagantly,en_UK,_ɛkstɹˈævəɡəntli_
2292632,extravaganza,en_UK,_ɛkstɹˌævəɡˈænzɐ_
2292633,extravaganzas,en_UK,_ɛkstɹˌævəɡˈænzəz_
2292634,extraversion,en_UK,_ˌɛkstɹəvˈɜːʃən_
2292635,extreme,en_UK,_ɛkstɹˈiːm_
2292636,extremely,en_UK,_ɛkstɹˈiːmli_
2292637,extremeness,en_UK,_ɛkstɹˈiːmnəs_
2292638,extremes,en_UK,_ɛkstɹˈiːmz_
2292639,extremest,en_UK,_ɛkstɹˈɛməst_
2292640,extremism,en_UK,_ɛkstɹˈiːmɪzəm_
2292641,extremist,en_UK,_ɛkstɹˈiːmɪst_
2292642,extremists,en_UK,_ɛkstɹˈiːmɪsts_
2292643,extremities,en_UK,_ɛkstɹˈɛmɪtiz_
2292644,extremity,en_UK,_ɛkstɹˈɛmɪti_
2292645,extricable,en_UK,_ɛkstɹˈɪkəbə‍l_
2292646,extricated,en_UK,_ˈɛkstɹɪkˌe‍ɪtɪd_
2292647,extricate,en_UK,_ˈɛkstɹɪkˌe‍ɪt_
2292648,extricating,en_UK,_ˈɛkstɹɪkˌe‍ɪtɪŋ_
2292649,extrication,en_UK,_ɛkstɹɪkˈe‍ɪʃən_
2292650,extrinsic,en_UK,_ɛkstɹˈɪnzɪk_
2292651,extroversion,en_UK,_ˌɛkstɹəvˈɜːʃən_
2292652,extroverted,en_UK,_ˈɛkstɹəvˌɜːtɪd_
2292653,extrovert,en_UK,_ˈɛkstɹəvˌɜːt_
2292654,extroverts,en_UK,_ˈɛkstɹəvˌɜːts_
2292655,extruded,en_UK,_ɛkstɹˈuːdɪd_
2292656,extrude,en_UK,_ɛkstɹˈuːd_
2292657,extruder,en_UK,_ɛkstɹˈuːdɐ_
2292658,extrusion,en_UK,_ɛkstɹˈuːʒən_
2292659,extrusions,en_UK,_ɛkstɹˈuːʒənz_
2292660,exuberance,en_UK,_ɛɡzjˈuːbəɹəns_
2292661,exuberant,en_UK,_ɛɡzjˈuːbəɹənt_
2292662,exuberantly,en_UK,_ɛɡzjˈuːbəɹəntli_
2292663,exuded,en_UK,_ɛɡzjˈuːdɪd_
2292664,exude,en_UK,_ɛɡzjˈuːd_
2292665,exudes,en_UK,_ɛɡzjˈuːdz_
2292666,exuding,en_UK,_ɛɡzjˈuːdɪŋ_
2292667,exultant,en_UK,_ɛɡzˈʌltənt_
2292668,exultantly,en_UK,_ɛɡzˈʌltəntli_
2292669,exultation,en_UK,_ɛɡzəltˈe‍ɪʃən_
2292670,exulted,en_UK,_ɛɡzˈʌltɪd_
2292671,exult,en_UK,_ɛɡzˈʌlt_
2292672,eye,en_UK,_ˈa‍ɪ_
2292673,eyeball,en_UK,_ˈa‍ɪbɔːl_
2292674,eyeballed,en_UK,_ˈa‍ɪbə‍ld_
2292675,eyeballing,en_UK,_ˈa‍ɪbɔːlɪŋ_
2292676,eyeballs,en_UK,_ˈa‍ɪbɔːlz_
2292677,eyebright,en_UK,_ˈa‍ɪbɹa‍ɪt_
2292678,eyebrow,en_UK,_ˈa‍ɪbɹa‍ʊ_
2292679,eyebrows,en_UK,_ˈa‍ɪbɹa‍ʊz_
2292680,eyed,en_UK,_ˈa‍ɪd_
2292681,eyeful,en_UK,_ˈa‍ɪfə‍l_
2292682,eyefuls,en_UK,_ˈa‍ɪfə‍lz_
2292683,eyeglass,en_UK,_ˈa‍ɪɡlɑːs_
2292684,eyeglasses,en_UK,_ˈa‍ɪɡlɑːsɪz_
2292685,eyeing,en_UK,_ˈa‍ɪɪŋ_
2292686,eyelash,en_UK,_ˈa‍ɪlæʃ_
2292687,eyelashes,en_UK,_ˈa‍ɪlæʃɪz_
2292688,eyeless,en_UK,_ˈa‍ɪləs_
2292689,eyelet,en_UK,_ˈa‍ɪlət_
2292690,eyelets,en_UK,_ˈa‍ɪləts_
2292691,eyelid,en_UK,_ˈa‍ɪlɪd_
2292692,eyelids,en_UK,_ˈa‍ɪlɪdz_
2292693,eyeliner,en_UK,_ˈa‍ɪla‍ɪnɐ_
2292694,eyepiece,en_UK,_ˈa‍ɪpiːs_
2292695,eyepieces,en_UK,_ˈa‍ɪpiːsɪz_
2292696,eyes,en_UK,_ˈa‍ɪz_
2292697,eyeshadow,en_UK,_ˈa‍ɪʃɐdˌə‍ʊ_
2292698,eyeshot,en_UK,_ˈa‍ɪʃɒt_
2292699,eyesight,en_UK,_ˈa‍ɪsa‍ɪt_
2292700,eyesore,en_UK,_ˈa‍ɪsɔː_
2292701,eyesores,en_UK,_ˈa‍ɪsɔːz_
2292702,eyespot,en_UK,_ˈa‍ɪspɒt_
2292703,eyespots,en_UK,_ˈa‍ɪspɒts_
2292704,eyestalk,en_UK,_ˈa‍ɪstɔːk_
2292705,eyestrain,en_UK,_ˈa‍ɪstɹe‍ɪn_
2292706,eyeteeth,en_UK,_ˈa‍ɪtiːθ_
2292707,eyetooth,en_UK,_ˈa‍ɪtuːθ_
2292708,eyewash,en_UK,_ˈa‍ɪwɒʃ_
2292709,eyewitness,en_UK,_ˈa‍ɪwɪtnəs_
2292710,eyewitnesses,en_UK,_ˈa‍ɪwɪtnəsɪz_
2292711,eying,en_UK,_ˈa‍ɪɪŋ_
2292712,eyre,en_UK,_ˈa‍ɪɐ_
2292713,eyrie,en_UK,_ˈi‍əɹi_
2292714,fab,en_UK,_fˈæb_
2292715,fabled,en_UK,_fˈe‍ɪbə‍ld_
2292716,fable,en_UK,_fˈe‍ɪbə‍l_
2292717,fables,en_UK,_fˈe‍ɪbə‍lz_
2292718,fabricant,en_UK,_fˈæbɹɪkənt_
2292719,fabricated,en_UK,_fˈæbɹɪkˌe‍ɪtɪd_
2292720,fabricate,en_UK,_fˈæbɹɪkˌe‍ɪt_
2292721,fabricating,en_UK,_fˈæbɹɪkˌe‍ɪtɪŋ_
2292722,fabrication,en_UK,_fˌæbɹɪkˈe‍ɪʃən_
2292723,fabrications,en_UK,_fˌæbɹɪkˈe‍ɪʃənz_
2292724,fabricator,en_UK,_fˈæbɹɪkˌe‍ɪtɐ_
2292725,fabricators,en_UK,_fˈæbɹɪkˌe‍ɪtəz_
2292726,fabric,en_UK,_fˈæbɹɪk_
2292727,fabrics,en_UK,_fˈæbɹɪks_
2292728,fabulist,en_UK,_fˈæbjʊlˌɪst_
2292729,fabulous,en_UK,_fˈæbjʊləs_
2292730,fabulously,en_UK,_fˈæbjʊləsli_
2292731,fabulousness,en_UK,_fˈæbjʊləsnəs_
2292732,facade,en_UK,_fəsˈɑːd_
2292733,facades,en_UK,_fəsˈɑːdz_
2292734,facecloth,en_UK,_fˈe‍ɪsklɒθ_
2292735,faced,en_UK,_fˈe‍ɪsd_
2292736,facedown,en_UK,_fˈe‍ɪsda‍ʊn_
2292737,face,en_UK,_fˈe‍ɪs_
2292738,faceless,en_UK,_fˈe‍ɪsləs_
2292739,facelift,en_UK,_fˈe‍ɪslɪft_
2292740,facelifts,en_UK,_fˈe‍ɪslɪfts_
2292741,faces,en_UK,_fˈe‍ɪsɪz_
2292742,faceted,en_UK,_fˈæsɛtɪd_
2292743,facet,en_UK,_fˈæsɛt_
2292744,faceting,en_UK,_fˈæsɛtɪŋ_
2292745,facetious,en_UK,_fɐsˈiːʃəs_
2292746,facetiously,en_UK,_fɐsˈiːʃəsli_
2292747,facetiousness,en_UK,_fɐsˈiːʃəsnəs_
2292748,facets,en_UK,_fˈæsɛts_
2292749,facetted,en_UK,_fˈæsɛtɪd_
2292750,facia,en_UK,_fˈe‍ɪʃɐ_
2292751,facial,en_UK,_fˈe‍ɪʃə‍l_
2292752,facially,en_UK,_fˈe‍ɪʃə‍lˌi_
2292753,facials,en_UK,_fˈe‍ɪʃə‍lz_
2292754,facile,en_UK,_fˈæsa‍ɪl_
2292755,facilitated,en_UK,_fəsˈɪlɪtˌe‍ɪtɪd_
2292756,facilitate,en_UK,_fəsˈɪlɪtˌe‍ɪt_
2292757,facilitates,en_UK,_fəsˈɪlɪtˌe‍ɪts_
2292758,facilitating,en_UK,_fəsˈɪlɪtˌe‍ɪtɪŋ_
2292759,facilitation,en_UK,_fəsˌɪlɪtˈe‍ɪʃən_
2292760,facilitator,en_UK,_fəsˈɪlɪtˌe‍ɪtɐ_
2292761,facilitators,en_UK,_fəsˈɪlɪtˌe‍ɪtəz_
2292762,facilities,en_UK,_fəsˈɪlɪtiz_
2292763,facility,en_UK,_fəsˈɪlɪti_
2292764,facing,en_UK,_fˈe‍ɪsɪŋ_
2292765,facings,en_UK,_fˈe‍ɪsɪŋz_
2292766,facsimile,en_UK,_fæksˈɪmɪlˌi_
2292767,facsimiles,en_UK,_fæksˈɪmɪlˌɪz_
2292768,fact,en_UK,_fˈækt_
2292769,factional,en_UK,_fˈækʃənə‍l_
2292770,factionalism,en_UK,_fˈækʃənəlˌɪzəm_
2292771,faction,en_UK,_fˈækʃən_
2292772,factions,en_UK,_fˈækʃənz_
2292773,factious,en_UK,_fˈækʃəs_
2292774,factitious,en_UK,_fæktˈɪʃəs_
2292775,factoid,en_UK,_fˈæktɔ‍ɪd_
2292776,factoids,en_UK,_fˈæktɔ‍ɪdz_
2292777,factored,en_UK,_fˈæktəd_
2292778,factor,en_UK,_fˈæktɐ_
2292779,factorial,en_UK,_fæktˈɔːɹɪəl_
2292780,factories,en_UK,_fˈæktəɹˌiz_
2292781,factoring,en_UK,_fˈæktəɹɪŋ_
2292782,factorisation,en_UK,_fˌæktɔːɹa‍ɪzˈe‍ɪʃən_
2292783,factorise,en_UK,_fˈæktɔːɹˌa‍ɪz_
2292784,factorising,en_UK,_fˈæktɔːɹˌa‍ɪzɪŋ_
2292785,factors,en_UK,_fˈæktəz_
2292786,factory,en_UK,_fˈæktəɹˌi_
2292787,factotum,en_UK,_fˈæktɒtəm_
2292788,facts,en_UK,_fˈækts_
2292789,factual,en_UK,_fˈækt‍ʃuːə‍l_
2292790,factually,en_UK,_fˈækt‍ʃuːə‍li_
2292791,facture,en_UK,_fˈækt‍ʃɐ_
2292792,faculties,en_UK,_fˈækə‍ltˌiz_
2292793,faculty,en_UK,_fˈækə‍ltˌi_
2292794,faddish,en_UK,_fˈædɪʃ_
2292795,faddy,en_UK,_fˈædi_
2292796,faded,en_UK,_fˈe‍ɪdɪd_
2292797,fade,en_UK,_fˈe‍ɪd_
2292798,fader,en_UK,_fˈe‍ɪdɐ_
2292799,fades,en_UK,_fˈe‍ɪdz_
2292800,fad,en_UK,_fˈæd_
2292801,fadge,en_UK,_fˈæd‍ʒ_
2292802,fading,en_UK,_fˈe‍ɪdɪŋ_
2292803,fado,en_UK,_fˈɑːdə‍ʊ_
2292804,fads,en_UK,_fˈædz_
2292805,faecal,en_UK,_fˈiːkə‍l_
2292806,faeces,en_UK,_fˈiːsiːz_
2292807,faerie,en_UK,_fˈe‍əɹi_
2292808,faeries,en_UK,_fˈe‍əɹɪz_
2292809,faery,en_UK,_fˈe‍əɹi_
2292810,fa,en_UK,_fˈɑː_
2292811,faffed,en_UK,_fˈæft_
2292812,faff,en_UK,_fˈæf_
2292813,faffing,en_UK,_fˈæfɪŋ_
2292814,fag,en_UK,_fˈæɡ_
2292815,fagged,en_UK,_fˈæɡd_
2292816,fagging,en_UK,_fˈæɡɪŋ_
2292817,faggot,en_UK,_fˈæɡət_
2292818,faggots,en_UK,_fˈæɡəts_
2292819,fags,en_UK,_fˈæɡz_
2292820,failed,en_UK,_fˈe‍ɪld_
2292821,fail,en_UK,_fˈe‍ɪl_
2292822,failing,en_UK,_fˈe‍ɪlɪŋ_
2292823,failings,en_UK,_fˈe‍ɪlɪŋz_
2292824,fails,en_UK,_fˈe‍ɪlz_
2292825,failure,en_UK,_fˈe‍ɪli‍ə_
2292826,failures,en_UK,_fˈe‍ɪli‍əz_
2292827,fain,en_UK,_fˈe‍ɪn_
2292828,fainted,en_UK,_fˈe‍ɪntɪd_
2292829,fainter,en_UK,_fˈe‍ɪntɐ_
2292830,faintest,en_UK,_fˈe‍ɪntəst_
2292831,faint,en_UK,_fˈe‍ɪnt_
2292832,fainthearted,en_UK,_fˈe‍ɪnthɑːtɪd_
2292833,fainting,en_UK,_fˈe‍ɪntɪŋ_
2292834,faintly,en_UK,_fˈe‍ɪntli_
2292835,faintness,en_UK,_fˈe‍ɪntnəs_
2292836,faints,en_UK,_fˈe‍ɪnts_
2292837,fairer,en_UK,_fˈe‍əɹɐ_
2292838,fairest,en_UK,_fˈe‍əɹəst_
2292839,fair,en_UK,_fˈe‍ə_
2292840,fairground,en_UK,_fˈe‍əɡɹa‍ʊnd_
2292841,fairgrounds,en_UK,_fˈe‍əɡɹa‍ʊndz_
2292842,fairies,en_UK,_fˈe‍əɹɪz_
2292843,fairing,en_UK,_fˈe‍əɹɪŋ_
2292844,fairings,en_UK,_fˈe‍əɹɪŋz_
2292845,fairly,en_UK,_fˈe‍əli_
2292846,fairness,en_UK,_fˈe‍ənəs_
2292847,fairs,en_UK,_fˈe‍əz_
2292848,fairway,en_UK,_fˈe‍əwe‍ɪ_
2292849,fairways,en_UK,_fˈe‍əwe‍ɪz_
2292850,fairy,en_UK,_fˈe‍əɹi_
2292851,fairyland,en_UK,_fˈe‍əɹɪlˌænd_
2292852,fairytale,en_UK,_fˈe‍əɹɪtˌe‍ɪl_
2292853,fairytales,en_UK,_fˈe‍əɹɪtˌe‍ɪlz_
2292854,faith,en_UK,_fˈe‍ɪθ_
2292855,faithful,en_UK,_fˈe‍ɪθfə‍l_
2292856,faithfully,en_UK,_fˈe‍ɪθfəli_
2292857,faithfulness,en_UK,_fˈe‍ɪθfə‍lnəs_
2292858,faithfuls,en_UK,_fˈe‍ɪθfə‍lz_
2292859,faithless,en_UK,_fˈe‍ɪθləs_
2292860,faithlessness,en_UK,_fˈe‍ɪθləsnəs_
2292861,faiths,en_UK,_fˈe‍ɪθs_
2292862,fajita,en_UK,_fɐhˈiːtɐ_
2292863,fajitas,en_UK,_fɐhˈiːtəz_
2292864,faked,en_UK,_fˈe‍ɪkt_
2292865,fake,en_UK,_fˈe‍ɪk_
2292866,faker,en_UK,_fˈe‍ɪkɐ_
2292867,fakers,en_UK,_fˈe‍ɪkəz_
2292868,fakery,en_UK,_fˈe‍ɪkəɹi_
2292869,fakes,en_UK,_fˈe‍ɪks_
2292870,faking,en_UK,_fˈe‍ɪkɪŋ_
2292871,fakir,en_UK,_fˈæki‍ə_
2292872,fakirs,en_UK,_fˈæki‍əz_
2292873,falafel,en_UK,_fˈæle‍ɪfə‍l_
2292874,falafels,en_UK,_fˈæle‍ɪfə‍lz_
2292875,falconer,en_UK,_fˈælkənɐ_
2292876,falconers,en_UK,_fˈælkənəz_
2292877,falcon,en_UK,_fˈælkən_
2292878,falconry,en_UK,_fˈælkɒnɹi_
2292879,falcons,en_UK,_fˈælkənz_
2292880,fallacies,en_UK,_fˈæləsɪz_
2292881,fallacious,en_UK,_fælˈe‍ɪʃəs_
2292882,fallacy,en_UK,_fˈæləsi_
2292883,fallback,en_UK,_fˈɔːlbæk_
2292884,fallen,en_UK,_fˈɔːlən_
2292885,faller,en_UK,_fˈɔːlɐ_
2292886,fallers,en_UK,_fˈɔːləz_
2292887,fall,en_UK,_fˈɔːl_
2292888,fallibility,en_UK,_fˌælɪbˈɪlɪti_
2292889,fallible,en_UK,_fˈæləbə‍l_
2292890,falling,en_UK,_fˈɔːlɪŋ_
2292891,falloff,en_UK,_fˈɔːlɒf_
2292892,fallout,en_UK,_fˈɔːla‍ʊt_
2292893,fallowed,en_UK,_fˈælə‍ʊd_
2292894,fallow,en_UK,_fˈælə‍ʊ_
2292895,fallows,en_UK,_fˈælə‍ʊz_
2292896,falls,en_UK,_fˈɔːlz_
2292897,false,en_UK,_fˈɒls_
2292898,falsehood,en_UK,_fˈɒlshʊd_
2292899,falsehoods,en_UK,_fˈɒlshʊdz_
2292900,falsely,en_UK,_fˈɒlsli_
2292901,falseness,en_UK,_fˈɒlsnəs_
2292902,falsetto,en_UK,_fɒlsˈɛtə‍ʊ_
2292903,falsies,en_UK,_fˈɒlsɪz_
2292904,falsifiability,en_UK,_fˌɒlsɪfˌa‍ɪəbˈɪlɪti_
2292905,falsification,en_UK,_fˌɒlsɪfɪkˈe‍ɪʃən_
2292906,falsifications,en_UK,_fˌɒlsɪfɪkˈe‍ɪʃənz_
2292907,falsified,en_UK,_fˈɒlsɪfˌa‍ɪd_
2292908,falsifies,en_UK,_fˈɒlsɪfˌa‍ɪz_
2292909,falsify,en_UK,_fˈɒlsɪfˌa‍ɪ_
2292910,falsifying,en_UK,_fˈɒlsɪfˌa‍ɪɪŋ_
2292911,falsity,en_UK,_fˈɒlsɪti_
2292912,faltered,en_UK,_fˈɒltəd_
2292913,falter,en_UK,_fˈɒltɐ_
2292914,faltering,en_UK,_fˈɒltəɹɪŋ_
2292915,falteringly,en_UK,_fˈɒltəɹɪŋli_
2292916,falters,en_UK,_fˈɒltəz_
2292917,famed,en_UK,_fˈe‍ɪmd_
2292918,fame,en_UK,_fˈe‍ɪm_
2292919,familial,en_UK,_fæmˈɪlɪəl_
2292920,familiar,en_UK,_fəmˈɪli‍ə_
2292921,familiarisation,en_UK,_fəmˌɪli‍əɹa‍ɪzˈe‍ɪʃən_
2292922,familiarised,en_UK,_fəmˈɪli‍əɹˌa‍ɪzd_
2292923,familiarise,en_UK,_fəmˈɪli‍əɹˌa‍ɪz_
2292924,familiarises,en_UK,_fəmˈɪli‍əɹˌa‍ɪzɪz_
2292925,familiarising,en_UK,_fəmˈɪli‍əɹˌa‍ɪzɪŋ_
2292926,familiarity,en_UK,_fəmˌɪlɪˈæɹɪti_
2292927,familiarly,en_UK,_fəmˈɪli‍əli_
2292928,familiars,en_UK,_fəmˈɪli‍əz_
2292929,families,en_UK,_fˈæmɪlɪz_
2292930,family,en_UK,_fˈæmɪli_
2292931,famine,en_UK,_fˈæmɪn_
2292932,famines,en_UK,_fˈæmɪnz_
2292933,famished,en_UK,_fˈæmɪʃt_
2292934,famous,en_UK,_fˈe‍ɪməs_
2292935,famously,en_UK,_fˈe‍ɪməsli_
2292936,fanatical,en_UK,_fɐnˈætɪkə‍l_
2292937,fanatically,en_UK,_fɐnˈætɪkli_
2292938,fanatic,en_UK,_fɐnˈætɪk_
2292939,fanaticism,en_UK,_fɐnˈætɪsˌɪzəm_
2292940,fanatics,en_UK,_fɐnˈætɪks_
2292941,fanciable,en_UK,_fˈænʃi‍əbə‍l_
2292942,fancied,en_UK,_fˈænsɪd_
2292943,fancier,en_UK,_fˈænsɪɐ_
2292944,fanciers,en_UK,_fˈænsi‍əz_
2292945,fancies,en_UK,_fˈænsɪz_
2292946,fanciest,en_UK,_fˈænsɪəst_
2292947,fanciful,en_UK,_fˈænsɪfə‍l_
2292948,fancifully,en_UK,_fˈænsɪfəli_
2292949,fanciness,en_UK,_fˈænsɪnˌɛs_
2292950,fancy,en_UK,_fˈænsi_
2292951,fancying,en_UK,_fˈænsɪɪŋ_
2292952,fandango,en_UK,_fændˈæŋɡə‍ʊ_
2292953,fandom,en_UK,_fˈændəm_
2292954,fane,en_UK,_fˈe‍ɪn_
2292955,fan,en_UK,_fˈæn_
2292956,fanfare,en_UK,_fˈænfe‍ə_
2292957,fanfares,en_UK,_fˈænfe‍əz_
2292958,fanged,en_UK,_fˈæŋd_
2292959,fang,en_UK,_fˈæŋ_
2292960,fangs,en_UK,_fˈæŋz_
2292961,fanlight,en_UK,_fˈænla‍ɪt_
2292962,fanned,en_UK,_fˈænd_
2292963,fannies,en_UK,_fˈænɪz_
2292964,fanning,en_UK,_fˈænɪŋ_
2292965,fanny,en_UK,_fˈæni_
2292966,fanon,en_UK,_fˈænɒn_
2292967,fans,en_UK,_fˈænz_
2292968,fantailed,en_UK,_fˈɑːnte‍ɪld_
2292969,fantail,en_UK,_fˈɑːnte‍ɪl_
2292970,fantails,en_UK,_fˈɑːnte‍ɪlz_
2292971,fantasia,en_UK,_fɑːntˈe‍ɪzi‍ə_
2292972,fantasies,en_UK,_fˈɑːntəsiz_
2292973,fantasised,en_UK,_fˈɑːntɐsˌa‍ɪzd_
2292974,fantasise,en_UK,_fˈɑːntɐsˌa‍ɪz_
2292975,fantasises,en_UK,_fˈɑːntɐsˌa‍ɪzɪz_
2292976,fantasising,en_UK,_fˈɑːntɐsˌa‍ɪzɪŋ_
2292977,fantasist,en_UK,_fˈɑːntɐsˌɪst_
2292978,fantasists,en_UK,_fˈɑːntɐsˌɪsts_
2292979,fantast,en_UK,_fˈɑːntæst_
2292980,fantastical,en_UK,_fɑːntˈæstɪkə‍l_
2292981,fantastically,en_UK,_fɑːntˈæstɪkli_
2292982,fantastic,en_UK,_fɑːntˈæstɪk_
2292983,fantasy,en_UK,_fˈɑːntəsi_
2292984,fanzine,en_UK,_fˈænziːn_
2292985,fanzines,en_UK,_fˈænziːnz_
2292986,farad,en_UK,_fˈæɹæd_
2292987,farandoles,en_UK,_fˈæɹɐndˌə‍ʊlz_
2292988,faraway,en_UK,_fˌɑːɹəwˈe‍ɪ_
2292989,farce,en_UK,_fˈɑːs_
2292990,farces,en_UK,_fˈɑːsɪz_
2292991,farcical,en_UK,_fˈɑːsɪkə‍l_
2292992,farcically,en_UK,_fˈɑːsɪkli_
2292993,farci,en_UK,_fˈɑːsa‍ɪ_
2292994,fardel,en_UK,_fˈɑːdə‍l_
2292995,fardels,en_UK,_fˈɑːdə‍lz_
2292996,fard,en_UK,_fˈɑːd_
2292997,fared,en_UK,_fˈe‍əd_
2292998,fare,en_UK,_fˈe‍ə_
2292999,farer,en_UK,_fˈe‍əɹɐ_
2293000,fares,en_UK,_fˈe‍əz_
2293001,farewell,en_UK,_fe‍əwˈɛl_
2293002,farewells,en_UK,_fe‍əwˈɛlz_
2293003,far,en_UK,_fˈɑː_
2293004,farfetched,en_UK,_fˈɑːfɛt‍ʃt_
2293005,farina,en_UK,_fɑːɹˈiːnɐ_
2293006,faring,en_UK,_fˈe‍əɹɪŋ_
2293007,farl,en_UK,_fˈɑːl_
2293008,farmed,en_UK,_fˈɑːmd_
2293009,farmer,en_UK,_fˈɑːmɐ_
2293010,farmers,en_UK,_fˈɑːməz_
2293011,farm,en_UK,_fˈɑːm_
2293012,farmhand,en_UK,_fˈɑːmhænd_
2293013,farmhands,en_UK,_fˈɑːmhændz_
2293014,farmhouse,en_UK,_fˈɑːmha‍ʊs_
2293015,farmhouses,en_UK,_fˈɑːmha‍ʊzɪz_
2293016,farming,en_UK,_fˈɑːmɪŋ_
2293017,farmland,en_UK,_fˈɑːmlənd_
2293018,farmlands,en_UK,_fˈɑːmləndz_
2293019,farms,en_UK,_fˈɑːmz_
2293020,farmstead,en_UK,_fˈɑːmstɛd_
2293021,farmsteads,en_UK,_fˈɑːmstɛdz_
2293022,farmyard,en_UK,_fˈɑːmjɑːd_
2293023,farmyards,en_UK,_fˈɑːmjɑːdz_
2293024,faro,en_UK,_fˈæɹə‍ʊ_
2293025,farouche,en_UK,_fˈæɹa‍ʊt‍ʃ_
2293026,farrago,en_UK,_fæɹˈe‍ɪɡə‍ʊ_
2293027,farrier,en_UK,_fˈæɹɪɐ_
2293028,farriers,en_UK,_fˈæɹi‍əz_
2293029,farriery,en_UK,_fˈæɹɪəɹi_
2293030,farrowed,en_UK,_fˈæɹə‍ʊd_
2293031,farrow,en_UK,_fˈæɹə‍ʊ_
2293032,farrowing,en_UK,_fˈæɹə‍ʊɪŋ_
2293033,farrows,en_UK,_fˈæɹə‍ʊz_
2293034,farsighted,en_UK,_fˈɑːsa‍ɪtɪd_
2293035,farted,en_UK,_fˈɑːtɪd_
2293036,fart,en_UK,_fˈɑːt_
2293037,farther,en_UK,_fˈɑːðɐ_
2293038,farthest,en_UK,_fˈɑːðəst_
2293039,farthingales,en_UK,_fˈɑːθɪŋɡˌe‍ɪlz_
2293040,farthing,en_UK,_fˈɑːθɪŋ_
2293041,farthings,en_UK,_fˈɑːθɪŋz_
2293042,farting,en_UK,_fˈɑːtɪŋ_
2293043,farts,en_UK,_fˈɑːts_
2293044,fasces,en_UK,_fˈæsɪz_
2293045,fascia,en_UK,_fˈe‍ɪʃiɐ_
2293046,fascias,en_UK,_fˈe‍ɪʃi‍əz_
2293047,fascinated,en_UK,_fˈæsɪnˌe‍ɪtɪd_
2293048,fascinate,en_UK,_fˈæsɪnˌe‍ɪt_
2293049,fascinates,en_UK,_fˈæsɪnˌe‍ɪts_
2293050,fascinating,en_UK,_fˈæsɪnˌe‍ɪtɪŋ_
2293051,fascinatingly,en_UK,_fˈæsɪnˌe‍ɪtɪŋli_
2293052,fascination,en_UK,_fˌæsɪnˈe‍ɪʃən_
2293053,fascinations,en_UK,_fˌæsɪnˈe‍ɪʃənz_
2293054,fascinator,en_UK,_fˈæsɪnˌe‍ɪtɐ_
2293055,fascism,en_UK,_fˈæʃɪzəm_
2293056,fascist,en_UK,_fˈæʃɪst_
2293057,fascistic,en_UK,_fæʃˈɪstɪk_
2293058,fascists,en_UK,_fˈæʃɪsts_
